locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0
R7A2020_13640,0.057,0.097,0.053,0.036,0.043,0.05,0.088,0.041,0.038,0.036
R7A2020_13645,0.103,0.113,0.056,0.061,0.056,0.099,0.099,0.066,0.056,0.052
R7A2020_13650,0.074,0.106,0.058,0.048,0.063,0.111,0.148,0.095,0.069,0.053
R7A2020_13655,0.065,0.105,0.051,0.046,0.05,0.045,0.089,0.041,0.037,0.029
R7A2020_13660,0.083,0.115,0.054,0.061,0.039,0.078,0.108,0.047,0.059,0.034
R7A2020_13665,0.072,0.113,0.061,0.052,0.043,0.054,0.119,0.063,0.054,0.05
R7A2020_13670,0.097,0.124,0.061,0.065,0.074,0.071,0.132,0.053,0.073,0.048
R7A2020_13675,0.058,0.091,0.04,0.051,0.047,0.043,0.127,0.072,0.069,0.04
R7A2020_13680,0.063,0.07,0.008,0.047,0.047,0.008,0.031,0.016,0.016,0.016
R7A2020_13685,0.027,0.039,0.025,0.014,0.014,0.029,0.047,0.022,0.016,0.018
R7A2020_13690,0.04,0.065,0.033,0.026,0.03,0.044,0.08,0.035,0.031,0.035
R7A2020_13695,0.066,0.108,0.052,0.042,0.039,0.062,0.107,0.044,0.051,0.039
R7A2020_13700,0.078,0.119,0.063,0.055,0.055,0.089,0.148,0.075,0.076,0.065
R7A2020_13705,0.004,0.004,0.004,0,0,0.004,0.009,0.004,0.004,0.004
R7A2020_13710,0.096,0.14,0.069,0.07,0.066,0.098,0.171,0.088,0.085,0.073
R7A2020_13715,0.061,0.107,0.057,0.049,0.057,0.062,0.124,0.066,0.061,0.05
R7A2020_13720,0.072,0.111,0.063,0.049,0.056,0.069,0.116,0.049,0.05,0.056
R7A2020_13725,0.063,0.12,0.062,0.055,0.047,0.063,0.122,0.062,0.046,0.053
R7A2020_13730,0.063,0.14,0.061,0.074,0.053,0.079,0.143,0.085,0.074,0.061
R7A2020_13735,0.091,0.161,0.104,0.079,0.08,0.072,0.142,0.079,0.062,0.079
R7A2020_13740,0.087,0.156,0.081,0.077,0.072,0.087,0.177,0.085,0.097,0.071
R7A2020_13745,0.062,0.124,0.064,0.058,0.056,0.068,0.118,0.055,0.058,0.051
R7A2020_13750,0.073,0.097,0.066,0.044,0.044,0.073,0.129,0.066,0.066,0.046
R7A2020_13755,0.088,0.125,0.069,0.066,0.059,0.081,0.136,0.066,0.073,0.051
R7A2020_13760,0.078,0.147,0.073,0.061,0.073,0.051,0.117,0.051,0.054,0.058
R7A2020_13765,0.074,0.145,0.072,0.071,0.066,0.069,0.152,0.074,0.076,0.058
R7A2020_13770,0.074,0.118,0.068,0.058,0.04,0.083,0.126,0.069,0.063,0.055
R7A2020_13775,0.053,0.087,0.041,0.031,0.04,0.044,0.09,0.047,0.047,0.031
R7A2020_13780,0.066,0.11,0.044,0.042,0.061,0.068,0.114,0.054,0.048,0.057
R7A2020_13785,0.102,0.141,0.079,0.066,0.065,0.07,0.112,0.064,0.052,0.035
R7A2020_13790,0.086,0.143,0.078,0.074,0.068,0.078,0.147,0.078,0.072,0.072
R7A2020_13795,0.075,0.112,0.057,0.063,0.049,0.075,0.137,0.057,0.078,0.054
R7A2020_13800,0.129,0.188,0.099,0.082,0.094,0.101,0.156,0.101,0.074,0.074
R7A2020_13805,0.021,0.047,0.021,0.015,0.019,0.025,0.053,0.021,0.015,0.021
R7A2020_13810,0.039,0.054,0.034,0.034,0.034,0.074,0.099,0.03,0.059,0.049
R7A2020_13815,0.036,0.057,0.024,0.032,0.022,0.036,0.071,0.027,0.025,0.027
R7A2020_13820,0.05,0.091,0.041,0.043,0.049,0.054,0.097,0.043,0.04,0.04
R7A2020_13825,0.1,0.16,0.082,0.077,0.075,0.079,0.127,0.058,0.058,0.052
R7A2020_13830,0.067,0.118,0.068,0.053,0.059,0.061,0.118,0.064,0.065,0.042
R7A2020_13835,0.047,0.116,0.064,0.052,0.052,0.056,0.082,0.039,0.047,0.034
R7A2020_13840,0.069,0.106,0.054,0.051,0.044,0.068,0.109,0.046,0.045,0.054
R7A2020_13845,0.094,0.153,0.088,0.051,0.076,0.077,0.122,0.062,0.059,0.049
R7A2020_13850,0.09,0.142,0.069,0.07,0.07,0.084,0.151,0.081,0.087,0.067
R7A2020_13855,0.073,0.129,0.073,0.064,0.069,0.069,0.159,0.086,0.069,0.077
R7A2020_13860,0.083,0.122,0.058,0.069,0.063,0.074,0.135,0.053,0.083,0.053
R7A2020_13865,0.083,0.127,0.065,0.053,0.067,0.068,0.118,0.058,0.057,0.054
R7A2020_13870,0.072,0.119,0.071,0.061,0.054,0.061,0.117,0.069,0.063,0.05
R7A2020_13875,0.061,0.107,0.05,0.054,0.048,0.066,0.124,0.055,0.064,0.045
R7A2020_13880,0.044,0.123,0.05,0.06,0.038,0.038,0.095,0.032,0.041,0.047
R7A2020_13885,0.061,0.083,0.049,0.038,0.023,0.064,0.133,0.068,0.068,0.057
R7A2020_13890,0.047,0.092,0.039,0.048,0.032,0.043,0.077,0.029,0.036,0.039
R7A2020_13895,0.038,0.082,0.039,0.033,0.035,0.063,0.11,0.053,0.052,0.045
R7A2020_13900,0.089,0.155,0.081,0.079,0.079,0.077,0.146,0.07,0.09,0.066
R7A2020_13905,0.075,0.126,0.067,0.058,0.054,0.066,0.126,0.061,0.048,0.063
R7A2020_13910,0.041,0.076,0.036,0.028,0.034,0.034,0.083,0.038,0.041,0.025
R7A2020_13915,0.034,0.056,0.032,0.02,0.025,0.034,0.078,0.039,0.025,0.032
R7A2020_13920,0.041,0.078,0.038,0.041,0.022,0.044,0.078,0.041,0.038,0.013
R7A2020_13925,0.033,0.087,0.045,0.039,0.033,0.029,0.068,0.032,0.037,0.021
R7A2020_13930,0.069,0.12,0.062,0.063,0.056,0.068,0.12,0.067,0.06,0.054
R7A2020_13935,0.077,0.157,0.083,0.085,0.065,0.079,0.138,0.064,0.079,0.058
R7A2020_13940,0.064,0.127,0.064,0.066,0.062,0.066,0.111,0.05,0.055,0.051
R7A2020_13945,0.051,0.103,0.06,0.037,0.037,0.039,0.091,0.048,0.043,0.035
R7A2020_13950,0.05,0.089,0.054,0.036,0.039,0.036,0.073,0.033,0.04,0.021
R7A2020_13955,0.08,0.139,0.083,0.065,0.059,0.069,0.137,0.068,0.066,0.049
R7A2020_13960,0.068,0.132,0.072,0.053,0.057,0.075,0.123,0.054,0.057,0.053
R7A2020_13965,0.066,0.102,0.054,0.053,0.041,0.07,0.109,0.051,0.053,0.046
R7A2020_13970,0.068,0.108,0.053,0.045,0.049,0.061,0.136,0.067,0.053,0.056
R7A2020_13975,0.05,0.1,0.05,0.042,0.042,0.055,0.135,0.045,0.072,0.057
R7A2020_13980,0.086,0.126,0.062,0.053,0.051,0.073,0.131,0.064,0.058,0.046
R7A2020_13985,0.086,0.128,0.068,0.052,0.069,0.082,0.159,0.082,0.081,0.071
R7A2020_13990,0.056,0.087,0.041,0.037,0.04,0.04,0.089,0.031,0.041,0.039
R7A2020_13995,0.033,0.072,0.035,0.033,0.023,0.033,0.071,0.039,0.025,0.023
R7A2020_14000,0.056,0.081,0.042,0.036,0.033,0.039,0.075,0.022,0.033,0.031
R7A2020_14005,0.066,0.11,0.06,0.038,0.052,0.07,0.108,0.05,0.054,0.028
R7A2020_14010,0.073,0.116,0.061,0.043,0.057,0.067,0.123,0.059,0.064,0.053
R7A2020_14015,0.077,0.133,0.072,0.066,0.067,0.068,0.129,0.071,0.057,0.055
R7A2020_14020,0.09,0.131,0.084,0.061,0.065,0.085,0.137,0.07,0.07,0.06
R7A2020_14025,0.064,0.086,0.041,0.031,0.044,0.077,0.1,0.053,0.054,0.049
R7A2020_14030,0.053,0.095,0.051,0.036,0.04,0.055,0.102,0.04,0.053,0.027
R7A2020_14035,0.076,0.144,0.084,0.06,0.076,0.074,0.152,0.076,0.071,0.058
R7A2020_14040,0.078,0.114,0.044,0.057,0.059,0.066,0.137,0.066,0.08,0.051
R7A2020_14045,0.069,0.101,0.027,0.048,0.037,0.069,0.112,0.053,0.016,0.064
R7A2020_14050,0.066,0.115,0.059,0.052,0.056,0.066,0.122,0.057,0.061,0.041
R7A2020_14055,0.029,0.088,0.032,0.047,0.026,0.015,0.05,0.023,0.023,0.021
R7A2020_14060,0.037,0.086,0.032,0.041,0.034,0.034,0.075,0.027,0.032,0.029
R7A2020_14065,0.036,0.097,0.039,0.047,0.032,0.036,0.09,0.036,0.039,0.047
R7A2020_14070,0.052,0.113,0.068,0.04,0.045,0.047,0.085,0.047,0.033,0.038
R7A2020_14075,0.082,0.144,0.075,0.067,0.072,0.077,0.148,0.082,0.068,0.064
R7A2020_14080,0.055,0.099,0.047,0.05,0.037,0.055,0.091,0.039,0.044,0.037
R7A2020_14085,0.052,0.096,0.041,0.044,0.054,0.053,0.097,0.05,0.048,0.036
R7A2020_14090,0.096,0.149,0.096,0.084,0.092,0.107,0.195,0.111,0.123,0.096
R7A2020_14095,0.053,0.088,0.041,0.035,0.053,0.035,0.065,0.012,0.018,0.024
R7A2020_14100,0.073,0.136,0.074,0.068,0.053,0.083,0.163,0.086,0.074,0.058
R7A2020_14105,0.067,0.121,0.064,0.056,0.056,0.08,0.135,0.067,0.07,0.058
R7A2020_14110,0.06,0.096,0.047,0.043,0.035,0.04,0.104,0.06,0.05,0.045
R7A2020_14115,0.048,0.086,0.043,0.04,0.033,0.053,0.114,0.038,0.061,0.056
R7A2020_14120,0.055,0.079,0.043,0.036,0.031,0.052,0.095,0.043,0.041,0.04
R7A2020_14125,0.057,0.091,0.052,0.031,0.036,0.042,0.096,0.04,0.037,0.045
R7A2020_14130,0.09,0.129,0.065,0.065,0.059,0.073,0.139,0.074,0.075,0.047
R7A2020_14135,0.087,0.122,0.056,0.043,0.061,0.046,0.099,0.038,0.046,0.043
R7A2020_14140,0.069,0.116,0.065,0.039,0.052,0.063,0.108,0.051,0.044,0.046
R7A2020_14145,0.048,0.093,0.045,0.033,0.038,0.055,0.092,0.047,0.035,0.04
R7A2020_14150,0.059,0.091,0.039,0.05,0.041,0.059,0.116,0.053,0.059,0.044
R7A2020_14155,0.06,0.094,0.043,0.041,0.039,0.04,0.097,0.047,0.046,0.03
R7A2020_14160,0.041,0.076,0.035,0.039,0.026,0.045,0.087,0.042,0.039,0.032
R7A2020_14165,0.071,0.105,0.051,0.054,0.039,0.054,0.095,0.063,0.049,0.034
R7A2020_14170,0.051,0.084,0.048,0.031,0.033,0.035,0.086,0.029,0.037,0.044
R7A2020_14175,0.049,0.111,0.055,0.057,0.045,0.064,0.113,0.045,0.045,0.055
R7A2020_14180,0.044,0.102,0.058,0.038,0.047,0.05,0.088,0.047,0.047,0.038
R7A2020_14185,0.072,0.139,0.076,0.064,0.061,0.071,0.139,0.072,0.069,0.051
R7A2020_14190,0.083,0.155,0.097,0.078,0.066,0.083,0.136,0.07,0.073,0.056
R7A2020_14195,0.057,0.111,0.049,0.054,0.036,0.047,0.111,0.047,0.065,0.041
R7A2020_14200,0.058,0.084,0.05,0.041,0.034,0.07,0.121,0.063,0.059,0.042
R7A2020_14205,0.05,0.096,0.067,0.046,0.042,0.046,0.088,0.025,0.059,0.046
R7A2020_14210,0.041,0.087,0.046,0.033,0.03,0.022,0.077,0.027,0.038,0.03
R7A2020_14215,0.046,0.102,0.051,0.059,0.038,0.063,0.087,0.044,0.027,0.04
R7A2020_14220,0.062,0.109,0.054,0.053,0.051,0.063,0.107,0.049,0.051,0.047
R7A2020_14225,0.058,0.103,0.052,0.043,0.046,0.061,0.111,0.046,0.063,0.043
R7A2020_14230,0.057,0.113,0.062,0.054,0.049,0.078,0.102,0.054,0.051,0.042
R7A2020_14235,0.025,0.071,0.036,0.02,0.03,0.046,0.046,0.015,0.036,0.015
R7A2020_14240,0.049,0.091,0.043,0.039,0.037,0.04,0.08,0.035,0.04,0.029
R7A2020_14245,0.026,0.056,0.026,0.031,0.015,0.01,0.077,0.021,0.036,0.026
R7A2020_14250,0.054,0.092,0.046,0.045,0.038,0.049,0.097,0.046,0.047,0.036
R7A2020_14255,0.068,0.111,0.063,0.049,0.061,0.063,0.129,0.058,0.068,0.062
R7A2020_14260,0.028,0.045,0.033,0.008,0.016,0.049,0.049,0.028,0.016,0.02
R7A2020_14265,0.015,0.069,0.029,0.015,0.034,0.044,0.049,0.02,0.02,0.02
R7A2020_14270,0.056,0.111,0.07,0.051,0.039,0.073,0.113,0.059,0.053,0.046
R7A2020_14275,0.055,0.135,0.09,0.075,0.065,0.07,0.15,0.065,0.07,0.065
R7A2020_14280,0.062,0.105,0.048,0.071,0.043,0.071,0.129,0.081,0.052,0.062
R7A2020_14285,0.052,0.116,0.064,0.064,0.046,0.046,0.116,0.029,0.052,0.046
R7A2020_14290,0.036,0.05,0.025,0.014,0.022,0.025,0.045,0.02,0.02,0.02
R7A2020_14295,0.047,0.073,0.031,0.042,0.052,0.042,0.047,0.031,0.031,0.016
R7A2020_14300,0.078,0.156,0.094,0.047,0.016,0.109,0.109,0.078,0.047,0.063
R7A2020_14305,0.091,0.161,0.091,0.091,0.043,0.106,0.138,0.051,0.075,0.063
R7A2020_14310,0.086,0.122,0.068,0.059,0.068,0.074,0.137,0.072,0.073,0.064
R7A2020_14315,0.063,0.087,0.055,0.024,0.035,0.059,0.122,0.039,0.055,0.071
R7A2020_14320,0.025,0.067,0.059,0.008,0,0,0.05,0.008,0.025,0.025
R7A2020_14325,0.071,0.157,0.076,0.081,0.081,0.038,0.114,0.043,0.067,0.029
R7A2020_14330,0.044,0.108,0.039,0.044,0.064,0.084,0.143,0.064,0.054,0.094
R7A2020_14335,0.044,0.082,0.039,0.049,0.041,0.075,0.113,0.046,0.054,0.044
R7A2020_14340,0.039,0.065,0.013,0.033,0.039,0.072,0.092,0.065,0.046,0.026
R7A2020_14345,0.051,0.089,0.048,0.038,0.041,0.063,0.098,0.048,0.038,0.041
R7A2020_14350,0.069,0.107,0.058,0.044,0.041,0.033,0.107,0.028,0.052,0.05
R7A2020_14355,0.069,0.123,0.05,0.061,0.077,0.057,0.103,0.046,0.061,0.038
R7A2020_14360,0.087,0.139,0.065,0.078,0.078,0.057,0.174,0.061,0.109,0.091
R7A2020_14365,0.039,0.094,0.049,0.03,0.034,0.015,0.059,0.03,0.02,0.015
R7A2020_14370,0.053,0.085,0.035,0.032,0.038,0.032,0.061,0.02,0.032,0.038
R7A2020_14375,0.042,0.101,0.054,0.03,0.069,0.066,0.099,0.051,0.057,0.048
R7A2020_14380,0.068,0.117,0.06,0.06,0.054,0.071,0.115,0.038,0.065,0.038
R7A2020_14385,0.045,0.062,0.04,0.017,0.011,0.056,0.073,0.034,0.034,0.034
R7A2020_14390,0.045,0.095,0.047,0.037,0.052,0.062,0.127,0.077,0.062,0.052
R7A2020_14395,0.038,0.095,0.036,0.038,0.043,0.061,0.091,0.033,0.036,0.038
R7A2020_14400,0.056,0.077,0.035,0.034,0.033,0.044,0.09,0.033,0.043,0.037
R7A2020_14405,0.034,0.068,0.045,0.032,0.025,0.061,0.081,0.032,0.038,0.027
R7A2020_14410,0.04,0.048,0.019,0.021,0.023,0.044,0.073,0.025,0.029,0.035
R7A2020_14415,0.047,0.076,0.037,0.036,0.034,0.039,0.096,0.047,0.04,0.036
R7A2020_14420,0.058,0.11,0.055,0.052,0.046,0.067,0.093,0.052,0.05,0.041
R7A2020_14425,0.045,0.08,0.037,0.033,0.036,0.033,0.077,0.037,0.039,0.029
R7A2020_14430,0.032,0.044,0.018,0.018,0.02,0.024,0.048,0.018,0.026,0.018
R7A2020_14435,0.046,0.059,0.025,0.025,0.025,0.035,0.062,0.034,0.022,0.022
R7A2020_14440,0.041,0.062,0.041,0.023,0.02,0.029,0.057,0.023,0.021,0.018
R7A2020_14445,0.05,0.085,0.014,0.035,0.057,0.035,0.078,0.035,0.028,0.035
R7A2020_14450,0.087,0.141,0.06,0.034,0.114,0.06,0.168,0.054,0.081,0.067
R7A2020_14455,0.063,0.104,0.064,0.049,0.042,0.052,0.112,0.056,0.055,0.046
R7A2020_14460,0.041,0.089,0.049,0.028,0.041,0.041,0.049,0.037,0.016,0.024
R7A2020_14465,0.027,0.036,0.027,0.014,0.009,0.041,0.063,0.023,0.027,0.027
R7A2020_14470,0.052,0.086,0.042,0.044,0.039,0.057,0.086,0.049,0.058,0.044
R7A2020_14475,0.07,0.126,0.062,0.05,0.062,0.084,0.132,0.073,0.082,0.054
R7A2020_14480,0.048,0.078,0.04,0.026,0.036,0.054,0.098,0.05,0.047,0.031
R7A2020_14485,0.051,0.092,0.043,0.05,0.041,0.054,0.08,0.041,0.044,0.031
R7A2020_14490,0.065,0.099,0.054,0.051,0.047,0.07,0.115,0.054,0.061,0.042
R7A2020_14495,0.057,0.11,0.045,0.052,0.051,0.071,0.106,0.045,0.051,0.043
R7A2020_14500,0.031,0.065,0.026,0.024,0.024,0.028,0.072,0.034,0.022,0.021
R7A2020_14505,0.074,0.132,0.071,0.059,0.076,0.079,0.136,0.067,0.07,0.059
R7A2020_14510,0.053,0.093,0.048,0.043,0.037,0.045,0.085,0.045,0.032,0.032
R7A2020_14515,0.065,0.094,0.046,0.046,0.044,0.059,0.108,0.044,0.054,0.043
R7A2020_14520,0.051,0.082,0.041,0.036,0.044,0.039,0.073,0.033,0.033,0.026
R7A2020_14525,0.071,0.123,0.054,0.068,0.065,0.084,0.123,0.057,0.061,0.054
R7A2020_14530,0.041,0.075,0.041,0.038,0.019,0.03,0.041,0.015,0.019,0.011
R7A2020_14535,0.064,0.102,0.048,0.042,0.048,0.042,0.092,0.035,0.051,0.039
R7A2020_14540,0.064,0.098,0.048,0.041,0.049,0.055,0.114,0.058,0.046,0.048
R7A2020_14545,0.067,0.117,0.062,0.049,0.06,0.053,0.11,0.058,0.053,0.046
R7A2020_14550,0.076,0.131,0.07,0.057,0.065,0.069,0.132,0.066,0.075,0.043
R7A2020_14555,0.05,0.1,0.056,0.037,0.039,0.064,0.1,0.042,0.05,0.038
R7A2020_14560,0.058,0.123,0.065,0.05,0.069,0.066,0.113,0.06,0.055,0.041
R7A2020_14565,0.045,0.091,0.042,0.04,0.042,0.039,0.089,0.039,0.048,0.032
R7A2020_14570,0.055,0.114,0.061,0.047,0.052,0.055,0.117,0.054,0.06,0.051
R7A2020_14575,0.054,0.086,0.044,0.04,0.027,0.044,0.093,0.045,0.049,0.031
R7A2020_14580,0.052,0.089,0.04,0.049,0.043,0.052,0.069,0.046,0.034,0.02
R7A2020_14585,0.071,0.118,0.053,0.058,0.056,0.048,0.11,0.049,0.054,0.041
R7A2020_14590,0.06,0.105,0.056,0.043,0.042,0.063,0.104,0.052,0.045,0.045
R7A2020_14595,0.067,0.095,0.051,0.039,0.041,0.052,0.1,0.043,0.04,0.037
R7A2020_14600,0.057,0.101,0.054,0.039,0.043,0.061,0.105,0.048,0.06,0.046
R7A2020_14605,0.068,0.112,0.056,0.047,0.056,0.061,0.107,0.054,0.055,0.037
R7A2020_14610,0.046,0.09,0.046,0.039,0.032,0.058,0.112,0.058,0.061,0.044
R7A2020_14615,0.055,0.109,0.065,0.05,0.055,0.071,0.126,0.043,0.068,0.062
R7A2020_14620,0.037,0.066,0.04,0.029,0.029,0.032,0.056,0.019,0.021,0.029
R7A2020_14625,0.054,0.096,0.052,0.05,0.031,0.048,0.087,0.043,0.034,0.038
R7A2020_14630,0.054,0.105,0.053,0.047,0.046,0.063,0.115,0.059,0.055,0.045
R7A2020_14635,0.063,0.098,0.052,0.03,0.038,0.057,0.095,0.038,0.038,0.041
R7A2020_14640,0.063,0.109,0.055,0.053,0.051,0.058,0.109,0.051,0.053,0.059
R7A2020_14645,0.053,0.093,0.054,0.038,0.042,0.06,0.113,0.054,0.048,0.036
R7A2020_14650,0.048,0.089,0.043,0.034,0.034,0.041,0.08,0.043,0.035,0.021
R7A2020_14655,0.05,0.092,0.038,0.038,0.04,0.051,0.079,0.036,0.042,0.038
R7A2020_14660,0.059,0.104,0.047,0.059,0.044,0.057,0.116,0.054,0.062,0.048
R7A2020_14665,0.056,0.065,0.044,0.028,0.028,0.065,0.085,0.036,0.04,0.032
R7A2020_14670,0.057,0.106,0.053,0.046,0.053,0.059,0.119,0.063,0.054,0.051
R7A2020_14675,0.045,0.081,0.042,0.032,0.026,0.047,0.1,0.05,0.043,0.027
R7A2020_14680,0.056,0.094,0.049,0.035,0.046,0.042,0.099,0.047,0.045,0.036
R7A2020_14685,0.074,0.106,0.055,0.058,0.047,0.055,0.113,0.06,0.051,0.044
R7A2020_14690,0.052,0.109,0.052,0.047,0.046,0.044,0.086,0.036,0.04,0.042
R7A2020_14695,0.049,0.106,0.058,0.043,0.051,0.073,0.111,0.046,0.062,0.046
R7A2020_14700,0.043,0.079,0.051,0.03,0.026,0.026,0.051,0.009,0.019,0.034
R7A2020_14705,0.034,0.055,0.029,0.016,0.023,0.034,0.094,0.044,0.052,0.023
R7A2020_14710,0.068,0.124,0.063,0.069,0.046,0.083,0.142,0.076,0.073,0.057
R7A2020_14715,0.025,0.013,0.008,0.008,0.004,0.008,0.038,0.017,0.013,0.017
R7A2020_14720,0.059,0.053,0.026,0.023,0.026,0.047,0.085,0.038,0.053,0.021
R7A2020_14725,0.062,0.136,0.069,0.059,0.07,0.064,0.122,0.069,0.05,0.061
R7A2020_14730,0.085,0.149,0.069,0.085,0.077,0.085,0.142,0.078,0.077,0.076
R7A2020_14735,0.065,0.114,0.055,0.044,0.055,0.079,0.117,0.055,0.052,0.062
R7A2020_14740,0.051,0.097,0.057,0.04,0.043,0.056,0.087,0.041,0.046,0.034
R7A2020_14745,0.048,0.088,0.043,0.03,0.04,0.037,0.077,0.04,0.034,0.027
R7A2020_14750,0.067,0.112,0.061,0.055,0.056,0.071,0.125,0.068,0.064,0.054
R7A2020_14755,0.079,0.125,0.066,0.06,0.06,0.074,0.146,0.077,0.076,0.056
R7A2020_14760,0.053,0.106,0.056,0.049,0.041,0.057,0.105,0.046,0.054,0.043
R7A2020_14765,0.077,0.13,0.071,0.066,0.059,0.081,0.141,0.073,0.067,0.061
R7A2020_14770,0.063,0.104,0.057,0.049,0.048,0.078,0.121,0.057,0.06,0.047
R7A2020_14775,0.048,0.094,0.04,0.035,0.042,0.05,0.087,0.035,0.038,0.042
R7A2020_14780,0.059,0.098,0.048,0.052,0.032,0.056,0.091,0.037,0.043,0.039
R7A2020_14785,0.056,0.105,0.057,0.043,0.043,0.055,0.107,0.05,0.049,0.041
R7A2020_14790,0.044,0.072,0.04,0.034,0.024,0.054,0.089,0.03,0.04,0.042
R7A2020_14795,0.06,0.107,0.049,0.047,0.063,0.057,0.111,0.05,0.052,0.05
R7A2020_14800,0.066,0.11,0.06,0.055,0.046,0.061,0.122,0.061,0.064,0.054
R7A2020_14805,0.045,0.078,0.024,0.024,0.042,0.033,0.075,0.036,0.033,0.027
R7A2020_14810,0.091,0.156,0.093,0.091,0.061,0.07,0.138,0.075,0.072,0.058
R7A2020_14815,0.071,0.127,0.077,0.06,0.053,0.079,0.116,0.069,0.05,0.054
R7A2020_14820,0.069,0.104,0.054,0.053,0.046,0.072,0.101,0.051,0.043,0.045
R7A2020_14825,0.06,0.105,0.053,0.042,0.059,0.063,0.118,0.062,0.061,0.055
R7A2020_14830,0.066,0.126,0.071,0.064,0.06,0.06,0.119,0.06,0.063,0.05
R7A2020_14835,0.079,0.112,0.05,0.055,0.049,0.072,0.132,0.067,0.057,0.061
R7A2020_14840,0.058,0.078,0.034,0.047,0.047,0.056,0.098,0.038,0.047,0.056
R7A2020_14845,0.092,0.11,0.056,0.064,0.066,0.074,0.14,0.059,0.061,0.061
R7A2020_14850,0.062,0.102,0.053,0.059,0.04,0.074,0.133,0.077,0.09,0.065
R7A2020_14855,0.083,0.153,0.101,0.067,0.067,0.07,0.137,0.07,0.08,0.052
R7A2020_14860,0.073,0.116,0.066,0.06,0.048,0.076,0.143,0.078,0.08,0.059
R7A2020_14865,0.079,0.113,0.066,0.058,0.055,0.071,0.122,0.066,0.065,0.04
R7A2020_14870,0.039,0.077,0.037,0.024,0.037,0.033,0.076,0.031,0.033,0.024
R7A2020_14875,0.033,0.099,0.058,0.046,0.05,0.055,0.09,0.041,0.037,0.047
R7A2020_14880,0.061,0.098,0.05,0.053,0.046,0.062,0.12,0.063,0.057,0.048
R7A2020_14885,0.084,0.118,0.063,0.057,0.064,0.073,0.127,0.065,0.062,0.054
R7A2020_14890,0.044,0.091,0.032,0.028,0.05,0.06,0.123,0.066,0.041,0.05
R7A2020_14895,0.026,0.043,0.014,0.017,0.02,0.058,0.061,0.032,0.026,0.014
R7A2020_14900,0.049,0.087,0.046,0.043,0.032,0.067,0.116,0.07,0.049,0.017
